Date,CLOSE
2019-12-11,32.0000032
2019-12-12,33.4545488
2019-12-15,34.0000034
2019-12-16,34.545457999999996
2019-12-17,34.31818525
2019-12-18,33.3636397
2019-12-19,32.2727305
2019-12-22,32.0909123
2019-12-23,32.3636396
2019-12-24,32.1818214
2019-12-25,32.0000032
2019-12-26,32.13636685
2019-12-29,32.1818214
2019-12-30,31.95454865
2019-12-31,32.04545775
2020-01-01,31.9090941
2020-01-02,31.95454865
2020-01-05,31.409094049999997
2020-01-06,31.363639499999998
2020-01-07,31.22727585
2020-01-08,31.0909122
2020-01-09,31.818185
2020-01-12,31.636366799999998
2020-01-13,31.59091225
2020-01-14,31.68182135
2020-01-15,31.545457700000004
2020-01-16,31.4545486
2020-01-19,31.22727585
2020-01-20,31.4545486
2020-01-21,31.409094049999997
2020-01-22,31.318184950000003
2020-01-23,31.318184950000003
2020-01-26,31.181821299999996
2020-01-27,31.13636675
2020-01-28,31.13636675
2020-01-29,31.272730399999997
2020-01-30,31.04545765
2020-02-02,30.86363945
2020-02-03,30.86363945
2020-02-04,30.77273035
2020-02-05,30.590912149999998
2020-02-06,30.363639399999997
2020-02-09,30.95454855
2020-02-10,30.545457600000002
2020-02-11,30.409093950000003
2020-02-12,30.1818212
2020-02-13,30.0909121
2020-02-16,29.818184799999997
2020-02-17,30.0909121
2020-02-18,30.1818212
2020-02-19,30.363639399999997
2020-02-20,30.590912149999998
2020-02-23,30.95454855
2020-02-24,30.363639399999997
2020-02-25,30.454548499999998
2020-02-26,30.409093950000003
2020-02-27,30.31818485
2020-03-01,29.681821149999998
2020-03-02,29.818184799999997
2020-03-03,30.04545755
2020-03-04,30.04545755
2020-03-05,30.000003
2020-03-08,27.27273
2020-03-09,25.77272985
2020-03-10,28.31818465
2020-03-11,27.0000027
2020-03-12,26.363639
2020-03-15,26.0909117
2020-03-16,25.2727298
2020-03-17,26.4545481
2020-03-18,26.363639
2020-03-19,26.68182085
2020-03-22,26.272729899999998
2020-03-23,26.000002600000002
2020-03-24,26.8181845
2020-03-25,26.909093600000002
2020-03-26,27.181820899999998
2020-03-29,27.181820899999998
2020-03-30,27.22727545
2020-03-31,27.40909365
2020-04-01,27.818184600000002
2020-04-02,28.772730149999997
2020-04-05,28.6363665
2020-04-06,29.045457449999997
2020-04-07,29.090912
2020-04-08,29.090912
2020-04-09,29.136366549999998
2020-04-12,28.772730149999997
2020-04-13,28.2727301
2020-04-14,28.2727301
2020-04-15,27.9090937
2020-04-16,27.27273
2020-04-19,27.40909365
2020-04-20,27.27273
2020-04-21,26.7272754
2020-04-22,27.0000027
2020-04-23,27.27273
2020-04-26,28.0909119
2020-04-27,28.0000028
2020-04-28,27.9090937
2020-04-29,28.13636645
2020-04-30,28.772730149999997
2020-05-03,27.27273
2020-05-04,27.7272755
2020-05-05,28.4545483
2020-05-06,28.40909375
2020-05-07,28.181821
2020-05-10,28.31818465
2020-05-11,28.0909119
2020-05-12,28.4545483
2020-05-13,28.50000285
2020-05-14,28.545457399999997
2020-05-17,29.045457449999997
2020-05-18,29.40909385
2020-05-19,30.31818485
2020-05-20,30.000003
2020-05-21,30.000003
2020-05-31,30.000003
