,Instrument,TR.GROSSMARGIN/100,Other Non-Operating Income/(Expense) - Total,Revenue,Company Market Cap,Net Income Reported - Mean,PERATIO,Price To Sales Per Share (Daily Time Series Ratio),Net Income Incl Extra Before Distributions,Gross Income - Mean,Cost of Revenue incl Operation & Maintenance (Utility) Total
0,AMZN.OQ,0.4380534,-540000000,513983000000,1051547722283.88,15060859140,,2.04588035457181,-2722000000,247500608430,288831000000
