Date,CLOSE
2011-05-16,9.6255
2011-05-17,9.7405
2011-05-18,9.854500000000002
2011-05-19,9.94025
2011-05-20,9.9295
2011-05-23,9.811
2011-05-24,9.6705
2011-05-25,9.613
2011-05-26,9.75
2011-05-27,9.7065
2011-05-31,9.8345
2011-06-01,9.619
2011-06-02,9.682500000000001
2011-06-03,9.4155
2011-06-06,9.285
2011-06-07,9.371500000000001
2011-06-08,9.402500000000002
2011-06-09,9.48
2011-06-10,9.326500000000001
2011-06-13,9.3145
2011-06-14,9.496500000000001
2011-06-15,9.302
2011-06-16,9.182500000000001
2011-06-17,9.3215
2011-06-20,9.386000000000001
2011-06-21,9.711500000000001
2011-06-22,9.5815
2011-06-23,9.708
2011-06-24,9.627500000000001
2011-06-27,10.0625
2011-06-28,10.1175
2011-06-29,10.209000000000001
2011-06-30,10.2245
2011-07-01,10.4745
2011-07-05,10.659500000000001
2011-07-06,10.7095
2011-07-07,10.837000000000002
2011-07-08,10.914000000000001
2011-07-11,10.627500000000001
2011-07-12,10.561
2011-07-13,10.675
2011-07-14,10.519
2011-07-15,10.643500000000001
2011-07-18,10.576500000000001
2011-07-19,10.906500000000001
2011-07-20,10.777500000000002
2011-07-21,10.6605
2011-07-22,10.826
2011-07-25,10.674500000000002
2011-07-26,10.704
2011-07-27,11.118000000000002
2011-07-28,11.195
2011-07-29,11.126000000000001
2011-08-01,11.066
2011-08-02,10.585
2011-08-03,10.498000000000001
2011-08-04,10.074
2011-08-05,10.135
2011-08-08,9.685
2011-08-09,10.2545
2011-08-10,9.7065
2011-08-11,9.918000000000001
2011-08-12,10.115000000000002
2011-08-15,10.154000000000002
2011-08-16,9.884
2011-08-17,9.796500000000002
2011-08-18,9.126000000000001
2011-08-19,8.9465
2011-08-22,8.8895
2011-08-23,9.677500000000002
2011-08-24,9.6865
2011-08-25,9.601500000000001
2011-08-26,9.963500000000002
2011-08-29,10.325000000000001
2011-08-30,10.540000000000001
2011-08-31,10.7645
2011-09-01,10.627
2011-09-02,10.5
2011-09-06,10.802500000000002
2011-09-07,10.995000000000001
2011-09-08,10.863
2011-09-09,10.560500000000001
2011-09-12,10.825000000000001
2011-09-13,10.976500000000001
2011-09-14,11.1295
2011-09-15,11.342500000000001
2011-09-16,11.965000000000002
2011-09-19,12.0845
2011-09-20,11.662500000000001
2011-09-21,11.5935
2011-09-22,11.1615
2011-09-23,11.180500000000002
2011-09-26,11.4925
2011-09-27,11.210500000000001
2011-09-28,11.475000000000001
2011-09-29,11.122
2011-09-30,10.8115
2011-10-03,10.599
2011-10-04,10.625
2011-10-05,10.973
2011-10-06,11.0755
2011-10-07,11.237000000000002
2011-10-10,11.566
2011-10-11,11.774000000000001
2011-10-12,11.8405
2011-10-13,11.807500000000001
2011-10-14,12.335500000000001
2011-10-17,12.116500000000002
2011-10-18,12.194
2011-10-19,11.576500000000001
2011-10-20,11.680500000000002
2011-10-21,11.739
2011-10-24,11.880500000000001
2011-10-25,11.357500000000002
2011-10-26,9.920000000000002
2011-10-27,10.339
2011-10-28,10.866
2011-10-31,10.6755
2011-11-01,10.602
2011-11-02,10.781
2011-11-03,10.9145
2011-11-04,10.824
2011-11-07,10.850000000000001
2011-11-08,10.899500000000002
2011-11-09,10.561
2011-11-10,10.5395
2011-11-11,10.8695
2011-11-14,10.9465
2011-11-15,10.8915
2011-11-16,10.5995
2011-11-17,10.226
2011-11-18,9.857
2011-11-21,9.4625
2011-11-22,9.617
2011-11-23,9.4495
2011-11-25,9.1205
2011-11-28,9.707500000000001
2011-11-29,9.4195
2011-11-30,9.6145
2011-12-01,9.8565
2011-12-02,9.8015
2011-12-05,9.812000000000001
2011-12-06,9.5995
2011-12-07,9.766
2011-12-08,9.5235
2011-12-09,9.6515
2011-12-12,9.476
2011-12-13,9.0255
2011-12-14,9.0105
2011-12-15,9.063
2011-12-16,9.063
2011-12-19,8.9745
2011-12-20,9.126000000000001
2011-12-21,8.7175
2011-12-22,8.9495
2011-12-23,8.864
2011-12-27,8.813500000000001
2011-12-28,8.6945
2011-12-29,8.693000000000001
2011-12-30,8.655
2012-01-03,8.951500000000001
2012-01-04,8.8755
2012-01-05,8.880500000000001
2012-01-06,9.130500000000001
2012-01-09,8.928
2012-01-10,8.967
2012-01-11,8.945
2012-01-12,8.7965
2012-01-13,8.921
2012-01-17,9.0815
2012-01-18,9.472
2012-01-19,9.7225
2012-01-20,9.5465
2012-01-23,9.3045
2012-01-24,9.35
2012-01-25,9.39
2012-01-26,9.669
2012-01-27,9.768500000000001
2012-01-30,9.607500000000002
2012-01-31,9.722000000000001
2012-02-01,8.973
2012-02-02,9.085500000000001
2012-02-03,9.384
2012-02-06,9.157
2012-02-07,9.2095
2012-02-08,9.274
2012-02-09,9.249
2012-02-10,9.282
2012-02-13,9.579500000000001
2012-02-14,9.565000000000001
2012-02-15,9.2235
2012-02-16,8.996500000000001
2012-02-17,9.125
2012-02-21,9.113
2012-02-22,9.029000000000002
2012-02-23,8.9445
2012-02-24,8.9565
2012-02-27,8.9265
2012-02-28,9.190000000000001
2012-02-29,8.9845
2012-03-01,9.002
2012-03-02,8.965000000000002
2012-03-05,9.013
2012-03-06,9.0545
2012-03-07,9.188500000000001
2012-03-08,9.382
2012-03-09,9.216
2012-03-12,9.1695
2012-03-13,9.2295
2012-03-14,9.113
2012-03-15,9.2215
2012-03-16,9.252500000000001
2012-03-19,9.276000000000002
2012-03-20,9.616500000000002
2012-03-21,9.5865
2012-03-22,9.615000000000002
2012-03-23,9.752
2012-03-26,10.143500000000001
2012-03-27,10.272
2012-03-28,10.058
2012-03-29,10.230500000000001
2012-03-30,10.1255
2012-04-02,9.902500000000002
2012-04-03,9.983
2012-04-04,9.6995
2012-04-05,9.7195
2012-04-09,9.5935
2012-04-10,9.349
2012-04-11,9.3985
