,Instrument,TR.GROSSMARGIN/100,Other Non-Operating Income/(Expense) - Total,Revenue,Company Market Cap,Net Income Reported - Mean,PERATIO,Price To Sales Per Share (Daily Time Series Ratio),Net Income Incl Extra Before Distributions,Gross Income - Mean,Cost of Revenue incl Operation & Maintenance (Utility) Total
0,AAPL.OQ,0.4330963,-228000000,394328000000,2613943698660,93922063400,28.0162,6.74501711748814,99803000000,168450306520,223546000000
