,Instrument,TR.GROSSMARGIN/100,Other Non-Operating Income/(Expense) - Total,Revenue,Company Market Cap,Net Income Reported - Mean,PERATIO,Price To Sales Per Share (Daily Time Series Ratio),Net Income Incl Extra Before Distributions,Gross Income - Mean,Cost of Revenue incl Operation & Maintenance (Utility) Total
0,MSFT.OQ,0.6840167,-32000000,198270000000,2129969942932.62,68951737390,31.8126,10.4362202854206,72738000000,142878247060,62650000000
